"ParticipantID","Stage","set","wIndex","Achiever","FreeSpirit","TransformOfChallenge","TransformOfBorendom","Group","AbsError"
2,"BL",1,5,98,70,100,43,"C",1.064
2,"BL",1,6,98,70,100,43,"C",0.9116
2,"BL",1,7,98,70,100,43,"C",0.8073
2,"BL",1,8,98,70,100,43,"C",0.9444
2,"BL",1,9,98,70,100,43,"C",0.8269
2,"BL",1,10,98,70,100,43,"C",0.7952
2,"BL",1,11,98,70,100,43,"C",0.8154
2,"BL",1,12,98,70,100,43,"C",0.8
2,"BL",1,13,98,70,100,43,"C",0.7794
2,"BL",1,14,98,70,100,43,"C",0.8608
2,"BL",1,15,98,70,100,43,"C",0.9195
2,"BL",1,16,98,70,100,43,"C",0.7182
2,"BL",1,17,98,70,100,43,"C",0.8649
2,"BL",1,18,98,70,100,43,"C",0.86
2,"BL",1,19,98,70,100,43,"C",0.6899
2,"BL",1,20,98,70,100,43,"C",0.7288
2,"BL",2,1,98,70,100,43,"C",0.8158
2,"BL",2,2,98,70,100,43,"C",0.7621
2,"BL",2,3,98,70,100,43,"C",0.8581
2,"BL",2,4,98,70,100,43,"C",0.9002
2,"BL",2,5,98,70,100,43,"C",0.7476
2,"BL",2,6,98,70,100,43,"C",0.7589
2,"BL",2,7,98,70,100,43,"C",0.7678
2,"BL",2,8,98,70,100,43,"C",0.81
2,"BL",2,9,98,70,100,43,"C",0.683
2,"BL",2,10,98,70,100,43,"C",0.7463
2,"BL",2,11,98,70,100,43,"C",0.809
2,"BL",2,12,98,70,100,43,"C",0.6824
2,"BL",2,13,98,70,100,43,"C",0.7395
2,"BL",2,14,98,70,100,43,"C",0.7681
2,"BL",2,15,98,70,100,43,"C",0.7311
2,"BL",2,16,98,70,100,43,"C",0.7073
2,"BL",2,17,98,70,100,43,"C",0.6518
2,"BL",2,18,98,70,100,43,"C",0.6281
2,"BL",2,19,98,70,100,43,"C",0.5801
2,"BL",2,20,98,70,100,43,"C",0.6169
2,"STR",1,1,98,70,100,43,"C",0.7858
2,"STR",1,2,98,70,100,43,"C",0.5614
2,"STR",1,3,98,70,100,43,"C",0.6363
2,"STR",1,4,98,70,100,43,"C",0.7052
2,"STR",1,5,98,70,100,43,"C",0.7381
2,"STR",1,6,98,70,100,43,"C",0.6321
2,"STR",1,7,98,70,100,43,"C",0.7118
2,"STR",1,8,98,70,100,43,"C",0.7209
2,"STR",1,9,98,70,100,43,"C",0.6673
2,"STR",1,10,98,70,100,43,"C",0.5879
2,"STR",1,11,98,70,100,43,"C",0.6973
2,"STR",1,12,98,70,100,43,"C",0.5756
2,"STR",1,13,98,70,100,43,"C",0.5395
2,"STR",1,14,98,70,100,43,"C",0.6078
2,"STR",1,15,98,70,100,43,"C",0.825
2,"STR",1,16,98,70,100,43,"C",0.5631
2,"STR",1,17,98,70,100,43,"C",0.5811
2,"STR",1,18,98,70,100,43,"C",0.5037
2,"STR",1,19,98,70,100,43,"C",0.5803
2,"STR",1,20,98,70,100,43,"C",0.5473
2,"STR",2,1,98,70,100,43,"C",0.523
2,"STR",2,2,98,70,100,43,"C",0.544
2,"STR",2,3,98,70,100,43,"C",0.636
2,"STR",2,4,98,70,100,43,"C",0.6873
2,"STR",2,5,98,70,100,43,"C",0.5977
2,"STR",2,6,98,70,100,43,"C",0.587
2,"STR",2,7,98,70,100,43,"C",0.6347
2,"STR",2,8,98,70,100,43,"C",0.4509
2,"STR",2,9,98,70,100,43,"C",0.4874
2,"STR",2,10,98,70,100,43,"C",0.4987
2,"STR",2,11,98,70,100,43,"C",0.5322
2,"STR",2,12,98,70,100,43,"C",0.5838
2,"STR",2,13,98,70,100,43,"C",0.4745
2,"STR",2,14,98,70,100,43,"C",0.6137
2,"STR",2,15,98,70,100,43,"C",0.6108
2,"STR",2,16,98,70,100,43,"C",0.495
2,"STR",2,17,98,70,100,43,"C",0.5233
2,"STR",2,18,98,70,100,43,"C",0.5088
2,"STR",2,19,98,70,100,43,"C",0.4557
2,"STR",2,20,98,70,100,43,"C",0.5047
2,"LTR",1,1,98,70,100,43,"C",0.7328
2,"LTR",1,2,98,70,100,43,"C",0.7165
2,"LTR",1,3,98,70,100,43,"C",0.7075
2,"LTR",1,4,98,70,100,43,"C",0.7673
2,"LTR",1,5,98,70,100,43,"C",0.6598
2,"LTR",1,6,98,70,100,43,"C",0.6811
2,"LTR",1,7,98,70,100,43,"C",0.6893
2,"LTR",1,8,98,70,100,43,"C",0.642
2,"LTR",1,9,98,70,100,43,"C",0.6299
2,"LTR",1,10,98,70,100,43,"C",0.703
2,"LTR",1,11,98,70,100,43,"C",0.6385
2,"LTR",1,12,98,70,100,43,"C",0.6114
2,"LTR",1,13,98,70,100,43,"C",0.658
2,"LTR",1,14,98,70,100,43,"C",0.6371
2,"LTR",1,15,98,70,100,43,"C",0.6664
2,"LTR",1,16,98,70,100,43,"C",0.6117
2,"LTR",1,17,98,70,100,43,"C",0.6009
2,"LTR",1,18,98,70,100,43,"C",0.6932
2,"LTR",1,19,98,70,100,43,"C",0.5066
2,"LTR",1,20,98,70,100,43,"C",0.584
2,"LTR",2,1,98,70,100,43,"C",0.6198
2,"LTR",2,2,98,70,100,43,"C",0.6485
2,"LTR",2,3,98,70,100,43,"C",0.6215
2,"LTR",2,4,98,70,100,43,"C",0.6161
2,"LTR",2,5,98,70,100,43,"C",0.6154
2,"LTR",2,6,98,70,100,43,"C",0.6561
2,"LTR",2,7,98,70,100,43,"C",0.6201
2,"LTR",2,8,98,70,100,43,"C",0.6719
2,"LTR",2,9,98,70,100,43,"C",0.4926
2,"LTR",2,10,98,70,100,43,"C",0.5651
2,"LTR",2,11,98,70,100,43,"C",0.5607
2,"LTR",2,12,98,70,100,43,"C",0.5301
2,"LTR",2,13,98,70,100,43,"C",0.5569
2,"LTR",2,14,98,70,100,43,"C",0.5504
2,"LTR",2,15,98,70,100,43,"C",0.6163
2,"LTR",2,16,98,70,100,43,"C",0.4982
2,"LTR",2,17,98,70,100,43,"C",0.5799
2,"LTR",2,18,98,70,100,43,"C",0.4585
2,"LTR",2,19,98,70,100,43,"C",0.5333
2,"LTR",2,20,98,70,100,43,"C",0.5155
3,"BL",1,1,88,66,82,69,"E",1.1535
3,"BL",1,2,88,66,82,69,"E",0.965
3,"BL",1,3,88,66,82,69,"E",1.1676
3,"BL",1,4,88,66,82,69,"E",1.0332
3,"BL",1,5,88,66,82,69,"E",1.2846
3,"BL",1,6,88,66,82,69,"E",1.0953
3,"BL",1,7,88,66,82,69,"E",1.1304
3,"BL",1,8,88,66,82,69,"E",0.885
3,"BL",1,9,88,66,82,69,"E",0.8506
3,"BL",1,10,88,66,82,69,"E",0.8626
3,"BL",1,11,88,66,82,69,"E",1.1305
3,"BL",1,12,88,66,82,69,"E",0.9158
3,"BL",1,13,88,66,82,69,"E",1.0448
3,"BL",1,14,88,66,82,69,"E",0.875
3,"BL",1,15,88,66,82,69,"E",0.8048
3,"BL",1,16,88,66,82,69,"E",0.9758
3,"BL",1,17,88,66,82,69,"E",0.8814
3,"BL",1,18,88,66,82,69,"E",0.9421
3,"BL",1,19,88,66,82,69,"E",0.9292
3,"BL",1,20,88,66,82,69,"E",0.9153
3,"BL",2,1,88,66,82,69,"E",0.8543
3,"BL",2,2,88,66,82,69,"E",0.7484
3,"BL",2,3,88,66,82,69,"E",1.003
3,"BL",2,4,88,66,82,69,"E",0.8977
3,"BL",2,5,88,66,82,69,"E",0.8449
3,"BL",2,6,88,66,82,69,"E",0.9901
3,"BL",2,7,88,66,82,69,"E",0.8217
3,"BL",2,8,88,66,82,69,"E",0.9081
3,"BL",2,9,88,66,82,69,"E",0.828
3,"BL",2,10,88,66,82,69,"E",0.8478
3,"BL",2,11,88,66,82,69,"E",0.7737
3,"BL",2,12,88,66,82,69,"E",0.9099
3,"BL",2,13,88,66,82,69,"E",0.744
3,"BL",2,14,88,66,82,69,"E",1.014
3,"BL",2,15,88,66,82,69,"E",0.8096
3,"BL",2,16,88,66,82,69,"E",0.8455
3,"BL",2,17,88,66,82,69,"E",0.8419
3,"BL",2,18,88,66,82,69,"E",0.8106
3,"BL",2,19,88,66,82,69,"E",0.8935
3,"BL",2,20,88,66,82,69,"E",0.8559
3,"STR",1,1,88,66,82,69,"E",0.5689
3,"STR",1,2,88,66,82,69,"E",0.5957
3,"STR",1,3,88,66,82,69,"E",0.5733
3,"STR",1,4,88,66,82,69,"E",0.6188
3,"STR",1,5,88,66,82,69,"E",0.6875
3,"STR",1,6,88,66,82,69,"E",0.6997
3,"STR",1,7,88,66,82,69,"E",0.6383
3,"STR",1,8,88,66,82,69,"E",0.6039
3,"STR",1,9,88,66,82,69,"E",0.6004
3,"STR",1,10,88,66,82,69,"E",0.5344
3,"STR",1,11,88,66,82,69,"E",0.6922
3,"STR",1,12,88,66,82,69,"E",0.5594
3,"STR",1,13,88,66,82,69,"E",0.6232
3,"STR",1,14,88,66,82,69,"E",0.647
3,"STR",1,15,88,66,82,69,"E",0.7084
3,"STR",1,16,88,66,82,69,"E",0.6395
3,"STR",1,17,88,66,82,69,"E",0.6803
3,"STR",1,18,88,66,82,69,"E",0.6079
3,"STR",1,19,88,66,82,69,"E",0.5158
3,"STR",1,20,88,66,82,69,"E",0.5406
3,"STR",2,1,88,66,82,69,"E",0.6016
3,"STR",2,2,88,66,82,69,"E",0.5933
3,"STR",2,3,88,66,82,69,"E",0.5804
3,"STR",2,4,88,66,82,69,"E",0.5856
3,"STR",2,5,88,66,82,69,"E",0.5346
3,"STR",2,6,88,66,82,69,"E",0.5358
3,"STR",2,7,88,66,82,69,"E",0.5367
3,"STR",2,8,88,66,82,69,"E",0.5878
3,"STR",2,9,88,66,82,69,"E",0.51
3,"STR",2,10,88,66,82,69,"E",0.5278
3,"STR",2,11,88,66,82,69,"E",0.576
3,"STR",2,12,88,66,82,69,"E",0.5094
3,"STR",2,13,88,66,82,69,"E",0.5893
3,"STR",2,14,88,66,82,69,"E",0.4605
3,"STR",2,15,88,66,82,69,"E",0.5583
3,"STR",2,16,88,66,82,69,"E",0.5783
3,"STR",2,17,88,66,82,69,"E",0.4954
3,"STR",2,18,88,66,82,69,"E",0.5125
3,"STR",2,19,88,66,82,69,"E",0.4051
3,"STR",2,20,88,66,82,69,"E",0.5905
3,"LTR",1,1,88,66,82,69,"E",0.7565
3,"LTR",1,2,88,66,82,69,"E",0.7197
3,"LTR",1,3,88,66,82,69,"E",0.7822
3,"LTR",1,4,88,66,82,69,"E",0.7053
3,"LTR",1,5,88,66,82,69,"E",0.732
3,"LTR",1,6,88,66,82,69,"E",0.8843
3,"LTR",1,7,88,66,82,69,"E",0.732
3,"LTR",1,8,88,66,82,69,"E",0.8266
3,"LTR",1,9,88,66,82,69,"E",0.7104
3,"LTR",1,10,88,66,82,69,"E",0.8163
3,"LTR",1,11,88,66,82,69,"E",0.5701
3,"LTR",1,12,88,66,82,69,"E",0.6164
3,"LTR",1,13,88,66,82,69,"E",0.6905
3,"LTR",1,14,88,66,82,69,"E",0.6805
3,"LTR",1,15,88,66,82,69,"E",0.6903
3,"LTR",1,16,88,66,82,69,"E",0.7727
3,"LTR",1,17,88,66,82,69,"E",0.5805
3,"LTR",1,18,88,66,82,69,"E",0.7105
3,"LTR",1,19,88,66,82,69,"E",0.7904
3,"LTR",1,20,88,66,82,69,"E",0.6454
3,"LTR",2,1,88,66,82,69,"E",0.5523
3,"LTR",2,2,88,66,82,69,"E",0.6275
3,"LTR",2,3,88,66,82,69,"E",0.6428
3,"LTR",2,4,88,66,82,69,"E",0.7072
3,"LTR",2,5,88,66,82,69,"E",0.6849
3,"LTR",2,6,88,66,82,69,"E",0.6828
3,"LTR",2,7,88,66,82,69,"E",0.6916
3,"LTR",2,8,88,66,82,69,"E",0.6775
3,"LTR",2,9,88,66,82,69,"E",0.6378
3,"LTR",2,10,88,66,82,69,"E",0.7399
3,"LTR",2,11,88,66,82,69,"E",0.6102
3,"LTR",2,12,88,66,82,69,"E",0.5706
3,"LTR",2,13,88,66,82,69,"E",0.6848
3,"LTR",2,14,88,66,82,69,"E",0.724
3,"LTR",2,15,88,66,82,69,"E",0.6872
3,"LTR",2,16,88,66,82,69,"E",0.4999
3,"LTR",2,17,88,66,82,69,"E",0.6256
3,"LTR",2,18,88,66,82,69,"E",0.6331
3,"LTR",2,19,88,66,82,69,"E",0.6578
3,"LTR",2,20,88,66,82,69,"E",0.5955
4,"BL",1,1,94,70,69,52,"C",1.5467
4,"BL",1,2,94,70,69,52,"C",1.123
4,"BL",1,3,94,70,69,52,"C",1.1134
4,"BL",1,4,94,70,69,52,"C",1.0892
4,"BL",1,5,94,70,69,52,"C",1.122
4,"BL",1,6,94,70,69,52,"C",1.1956
4,"BL",1,7,94,70,69,52,"C",1.0774
4,"BL",1,8,94,70,69,52,"C",1.2186
4,"BL",1,9,94,70,69,52,"C",1.0958
4,"BL",1,10,94,70,69,52,"C",1.1085
4,"BL",1,11,94,70,69,52,"C",0.9244
4,"BL",1,12,94,70,69,52,"C",1.034
4,"BL",1,13,94,70,69,52,"C",1.08
4,"BL",1,14,94,70,69,52,"C",1.0542
4,"BL",1,15,94,70,69,52,"C",0.9883
4,"BL",1,16,94,70,69,52,"C",1.1355
4,"BL",1,17,94,70,69,52,"C",1.047
4,"BL",1,18,94,70,69,52,"C",1.0909
4,"BL",1,19,94,70,69,52,"C",0.9058
4,"BL",1,20,94,70,69,52,"C",1.1069
4,"BL",2,1,94,70,69,52,"C",1.1298
4,"BL",2,2,94,70,69,52,"C",0.8463
4,"BL",2,3,94,70,69,52,"C",1.0646
4,"BL",2,4,94,70,69,52,"C",1.0093
4,"BL",2,5,94,70,69,52,"C",0.9331
4,"BL",2,6,94,70,69,52,"C",1.0461
4,"BL",2,7,94,70,69,52,"C",1.0102
4,"BL",2,8,94,70,69,52,"C",1.0515
4,"BL",2,9,94,70,69,52,"C",0.8123
4,"BL",2,10,94,70,69,52,"C",1.0573
4,"BL",2,11,94,70,69,52,"C",0.8545
4,"BL",2,12,94,70,69,52,"C",0.9917
4,"BL",2,13,94,70,69,52,"C",1.0677
4,"BL",2,14,94,70,69,52,"C",0.8488
4,"BL",2,15,94,70,69,52,"C",0.859
4,"BL",2,16,94,70,69,52,"C",0.8298
4,"BL",2,17,94,70,69,52,"C",0.8088
4,"BL",2,18,94,70,69,52,"C",1.0858
4,"BL",2,19,94,70,69,52,"C",0.9823
4,"BL",2,20,94,70,69,52,"C",1.0586
4,"STR",1,1,94,70,69,52,"C",0.9036
4,"STR",1,2,94,70,69,52,"C",0.8768
4,"STR",1,3,94,70,69,52,"C",0.9151
4,"STR",1,4,94,70,69,52,"C",0.7258
4,"STR",1,5,94,70,69,52,"C",0.8677
4,"STR",1,6,94,70,69,52,"C",0.9982
4,"STR",1,7,94,70,69,52,"C",0.9894
4,"STR",1,8,94,70,69,52,"C",0.7979
4,"STR",1,9,94,70,69,52,"C",0.8916
4,"STR",1,10,94,70,69,52,"C",0.7845
4,"STR",1,11,94,70,69,52,"C",0.7583
4,"STR",1,12,94,70,69,52,"C",0.7939
4,"STR",1,13,94,70,69,52,"C",0.6766
4,"STR",1,14,94,70,69,52,"C",0.7108
4,"STR",1,15,94,70,69,52,"C",0.7498
4,"STR",1,16,94,70,69,52,"C",0.7474
4,"STR",1,17,94,70,69,52,"C",0.7554
4,"STR",1,18,94,70,69,52,"C",0.8136
4,"STR",1,19,94,70,69,52,"C",0.7235
4,"STR",1,20,94,70,69,52,"C",0.6274
4,"STR",2,1,94,70,69,52,"C",0.8148
4,"STR",2,2,94,70,69,52,"C",0.7164
4,"STR",2,3,94,70,69,52,"C",0.5899
4,"STR",2,4,94,70,69,52,"C",0.9167
4,"STR",2,5,94,70,69,52,"C",0.6215
4,"STR",2,6,94,70,69,52,"C",0.7468
4,"STR",2,7,94,70,69,52,"C",0.7345
4,"STR",2,8,94,70,69,52,"C",0.9085
4,"STR",2,9,94,70,69,52,"C",0.7347
4,"STR",2,10,94,70,69,52,"C",0.6986
4,"STR",2,11,94,70,69,52,"C",0.6888
4,"STR",2,12,94,70,69,52,"C",0.6088
4,"STR",2,13,94,70,69,52,"C",0.6887
4,"STR",2,14,94,70,69,52,"C",0.6283
4,"STR",2,15,94,70,69,52,"C",0.7524
4,"STR",2,16,94,70,69,52,"C",0.5893
4,"STR",2,17,94,70,69,52,"C",0.6035
4,"STR",2,18,94,70,69,52,"C",0.6624
4,"STR",2,19,94,70,69,52,"C",0.6455
4,"STR",2,20,94,70,69,52,"C",0.5764
4,"LTR",1,1,94,70,69,52,"C",1.1304
4,"LTR",1,2,94,70,69,52,"C",1.0606
4,"LTR",1,3,94,70,69,52,"C",1.0273
4,"LTR",1,4,94,70,69,52,"C",1.0214
4,"LTR",1,5,94,70,69,52,"C",1.0295
4,"LTR",1,6,94,70,69,52,"C",0.8946
4,"LTR",1,7,94,70,69,52,"C",0.8932
4,"LTR",1,8,94,70,69,52,"C",0.9029
4,"LTR",1,9,94,70,69,52,"C",0.9336
4,"LTR",1,10,94,70,69,52,"C",0.9551
4,"LTR",1,11,94,70,69,52,"C",0.8806
4,"LTR",1,12,94,70,69,52,"C",0.9036
4,"LTR",1,13,94,70,69,52,"C",0.8132
4,"LTR",1,14,94,70,69,52,"C",0.8584
4,"LTR",1,15,94,70,69,52,"C",0.9566
4,"LTR",1,16,94,70,69,52,"C",0.7737
4,"LTR",1,17,94,70,69,52,"C",0.9394
4,"LTR",1,18,94,70,69,52,"C",0.9235
4,"LTR",1,19,94,70,69,52,"C",0.8184
4,"LTR",1,20,94,70,69,52,"C",0.8512
4,"LTR",2,1,94,70,69,52,"C",0.7737
4,"LTR",2,2,94,70,69,52,"C",0.847
4,"LTR",2,3,94,70,69,52,"C",1.0874
4,"LTR",2,4,94,70,69,52,"C",0.9797
4,"LTR",2,5,94,70,69,52,"C",0.898
4,"LTR",2,6,94,70,69,52,"C",0.709
4,"LTR",2,7,94,70,69,52,"C",0.8217
4,"LTR",2,8,94,70,69,52,"C",0.7749
4,"LTR",2,9,94,70,69,52,"C",0.7892
4,"LTR",2,10,94,70,69,52,"C",0.9756
4,"LTR",2,11,94,70,69,52,"C",0.796
4,"LTR",2,12,94,70,69,52,"C",0.8448
4,"LTR",2,13,94,70,69,52,"C",0.776
4,"LTR",2,14,94,70,69,52,"C",0.8988
4,"LTR",2,15,94,70,69,52,"C",0.7688
4,"LTR",2,16,94,70,69,52,"C",0.6703
4,"LTR",2,17,94,70,69,52,"C",0.7811
4,"LTR",2,18,94,70,69,52,"C",0.7054
4,"LTR",2,19,94,70,69,52,"C",0.8594
4,"LTR",2,20,94,70,69,52,"C",0.7308
5,"BL",1,1,87,73,78,21,"E",1.0209
5,"BL",1,2,87,73,78,21,"E",1.034
5,"BL",1,3,87,73,78,21,"E",1.1797
5,"BL",1,4,87,73,78,21,"E",1.0872
5,"BL",1,5,87,73,78,21,"E",1.0345
5,"BL",1,6,87,73,78,21,"E",0.9245
5,"BL",1,7,87,73,78,21,"E",1.1195
5,"BL",1,8,87,73,78,21,"E",1.0138
5,"BL",1,9,87,73,78,21,"E",1.0528
5,"BL",1,10,87,73,78,21,"E",1.1651
5,"BL",1,11,87,73,78,21,"E",0.9178
5,"BL",1,12,87,73,78,21,"E",0.8752
5,"BL",1,13,87,73,78,21,"E",1.0594
5,"BL",1,14,87,73,78,21,"E",0.9261
5,"BL",1,15,87,73,78,21,"E",0.8675
5,"BL",1,16,87,73,78,21,"E",0.9153
5,"BL",1,17,87,73,78,21,"E",0.8882
5,"BL",1,18,87,73,78,21,"E",0.9951
5,"BL",1,19,87,73,78,21,"E",0.9146
5,"BL",1,20,87,73,78,21,"E",0.8631
5,"BL",2,1,87,73,78,21,"E",0.816
5,"BL",2,2,87,73,78,21,"E",0.9399
5,"BL",2,3,87,73,78,21,"E",0.8608
5,"BL",2,4,87,73,78,21,"E",0.8629
5,"BL",2,5,87,73,78,21,"E",0.8208
5,"BL",2,6,87,73,78,21,"E",0.8325
5,"BL",2,7,87,73,78,21,"E",1.0167
5,"BL",2,8,87,73,78,21,"E",0.9546
5,"BL",2,9,87,73,78,21,"E",0.896
5,"BL",2,10,87,73,78,21,"E",0.9876
5,"BL",2,11,87,73,78,21,"E",0.8692
5,"BL",2,12,87,73,78,21,"E",0.9037
5,"BL",2,13,87,73,78,21,"E",0.8376
5,"BL",2,14,87,73,78,21,"E",0.7515
5,"BL",2,15,87,73,78,21,"E",0.9569
5,"BL",2,16,87,73,78,21,"E",0.765
5,"BL",2,17,87,73,78,21,"E",0.9338
5,"BL",2,18,87,73,78,21,"E",0.8031
5,"BL",2,19,87,73,78,21,"E",0.7554
5,"BL",2,20,87,73,78,21,"E",0.8719
5,"STR",1,1,87,73,78,21,"E",0.6463
5,"STR",1,2,87,73,78,21,"E",0.5858
5,"STR",1,3,87,73,78,21,"E",0.7229
5,"STR",1,4,87,73,78,21,"E",0.6019
5,"STR",1,5,87,73,78,21,"E",0.559
5,"STR",1,6,87,73,78,21,"E",0.7089
5,"STR",1,7,87,73,78,21,"E",0.6704
5,"STR",1,8,87,73,78,21,"E",0.643
5,"STR",1,9,87,73,78,21,"E",0.6246
